,Id,Target
119,ID_cf7c703cc,4
120,ID_d90d4af6c,2
121,ID_21920b864,2
122,ID_42ba25860,2
123,ID_13ec903af,2
124,ID_d67b59f4c,2
125,ID_01da96a6a,4
126,ID_1dc03f342,4
127,ID_06b6a301b,4
128,ID_324a2d2af,4
129,ID_859041389,4
130,ID_46365724f,4
131,ID_e44b0b7c5,4
132,ID_558305941,4
133,ID_7103c71b8,2
134,ID_6e8703883,2
135,ID_aa1d709e1,4
136,ID_52e661cfc,4
137,ID_a96d3d9ce,4
138,ID_6481705cd,4
139,ID_df8bc4ee9,4
140,ID_558ce6fcb,4
141,ID_86d348313,2
142,ID_860211f0a,2
143,ID_9ab328698,3
144,ID_9064a33eb,3
145,ID_b236938eb,4
146,ID_612559efe,4
147,ID_0f4d3b214,4
148,ID_867d9fb37,4
149,ID_8dc260f41,4
150,ID_8acf284f3,4
151,ID_f0103142b,4
152,ID_6611bdfaa,4
153,ID_4e01a0632,4
154,ID_3e7cc106e,4
155,ID_8d1ab6764,4
156,ID_f78af23f8,4
157,ID_d8300e699,4
158,ID_3ef8c9d09,2
159,ID_e909ba245,2
160,ID_0b4785d19,2
161,ID_dcd013995,2
162,ID_bdfc7fe04,4
163,ID_b6d6cf35d,4
164,ID_eee9ca0a5,4
165,ID_838d247f8,2
166,ID_a487706eb,2
167,ID_04f748a3c,2
168,ID_ac81608b7,2
169,ID_4c571314c,4
170,ID_061c80f66,4
171,ID_9826d990d,4
172,ID_879c72cbe,4
173,ID_5e6369780,4
174,ID_99ba2cfd4,4
175,ID_099863004,4
176,ID_f70e7151f,4
177,ID_4c211afb1,4
178,ID_7b4206ca0,4
179,ID_72492619b,1
180,ID_87953ac1a,1
181,ID_ddcd0330b,1
182,ID_79c40642f,1
183,ID_bfbc98c4c,1
184,ID_255513d07,4
185,ID_784ad0075,4
186,ID_46a0e72c0,4
187,ID_c2ca8a58e,4
188,ID_1fceced84,4
189,ID_662aacdce,4
190,ID_f0e892996,2
191,ID_25778b337,2
192,ID_5ba7c94ab,2
193,ID_eda5e5065,2
194,ID_c95a6d1b7,4
195,ID_517244c4b,4
196,ID_0bba8bc8f,4
197,ID_3e26d9caf,4
198,ID_2fdbabe18,4
199,ID_a44b4aaa5,4
200,ID_51f0f44f5,4
201,ID_fcbd03ce1,4
202,ID_c9b736c29,4
203,ID_862466444,4
204,ID_d2e36bbf4,4
205,ID_1b1980445,4
206,ID_ca6f8b9b2,4
207,ID_96b8d844f,4
208,ID_bec0c1bbd,4
209,ID_93e23283b,4
210,ID_393c7b061,4
211,ID_27ec461a9,4
212,ID_cd44730ef,4
213,ID_7c5f6da37,4
214,ID_32ba17314,4
215,ID_4eb8cefc9,4
216,ID_b7e30682b,4
217,ID_8f147f744,4
218,ID_795980e7f,4
219,ID_26e3e73c2,4
220,ID_94b283510,4
221,ID_d98ddc492,4
222,ID_94974129f,4
223,ID_c76c2699b,4
224,ID_b4707584a,4
225,ID_cb41734d2,4
226,ID_e4039682b,4
227,ID_a82529c72,4
228,ID_37f534a22,4
229,ID_6b2daded6,4
230,ID_4d1a2106e,4
231,ID_f0bbe5fe5,2
232,ID_2c02e70ac,2
233,ID_483bb49bb,2
234,ID_559d59d2b,4
235,ID_e4a4fcec8,4
236,ID_b453e4b53,4
237,ID_0c041f2cf,4
238,ID_b61b15210,4
239,ID_faa1bdff1,4
240,ID_a69bbdf9b,4
241,ID_b26a375da,4
242,ID_b19b7da0e,4
243,ID_4d9762666,4
244,ID_ce4d3742d,4
245,ID_aafd7a883,4
246,ID_b8a025c97,4
247,ID_0211ad6c5,4
248,ID_78039cef8,4
249,ID_70be5c23d,4
250,ID_5a0cf1c21,4
251,ID_83c7f963d,4
252,ID_59bfbc6b3,4
253,ID_d78d0b664,4
254,ID_ff753cf4f,4
255,ID_5ad0464b8,4
256,ID_e26351dae,4
257,ID_11d611292,4
258,ID_ad666c541,4
259,ID_465508b5b,4
260,ID_5d5af3562,4
261,ID_c5d7775df,4
262,ID_d0b4d6716,4
263,ID_ba0fed69e,4
264,ID_a103e5d5f,4
265,ID_bfa816f9d,4
266,ID_0393cbdff,4
267,ID_a05967ade,4
268,ID_95d2815d0,4
269,ID_dcfe4e072,4
270,ID_8e5f97f66,4
271,ID_d11bb3834,4
272,ID_d14a929bb,4
273,ID_8ec8c220a,2
274,ID_de142271a,2
275,ID_c3ff949a7,2
276,ID_11faa4c1c,2
277,ID_6fbe31e24,2
278,ID_97089128b,4
279,ID_e29d668c4,4
280,ID_712cbed2f,4
281,ID_d9cc90288,4
282,ID_eaa00fdb7,4
283,ID_caefae08c,4
284,ID_2690a8b23,4
285,ID_7069cd94f,4
286,ID_2983423c2,4
287,ID_5470cbb9c,4
288,ID_b5a9b3f79,4
289,ID_72374facb,4
290,ID_e38ea7de1,4
291,ID_d339c35bc,4
292,ID_f55c8d646,4
293,ID_9619ae5ea,2
294,ID_ad64c7e03,2
295,ID_246bb7e43,2
296,ID_b9abdf3e0,2
297,ID_194aee4b0,2
298,ID_c3ffa3509,4
299,ID_38de33fbc,4
300,ID_24d7d8c37,2
301,ID_052ce6820,2
302,ID_916767905,2
303,ID_cfb70f715,2
304,ID_64a6eb223,1
305,ID_781261505,1
306,ID_e109a890b,4
307,ID_80aa3183d,4
308,ID_47b644bd4,4
309,ID_ab82a41b2,4
310,ID_42ceb14bb,4
311,ID_3f64a2e68,4
312,ID_418d0c71a,4
313,ID_ebcbfba39,4
314,ID_2452d97bf,4
315,ID_050b1e63e,4
316,ID_49f1fe423,4
317,ID_2d30c8b07,4
318,ID_ebb218a89,4
319,ID_775b57845,4
320,ID_c8ba83606,4
321,ID_327406d5c,4
322,ID_94a72b797,4
323,ID_a1e17874a,4
324,ID_6236fb8b0,4
325,ID_5d135a89f,4
326,ID_2de20cf74,4
327,ID_fef97b97a,4
328,ID_d1800167b,4
329,ID_ea22984a1,3
330,ID_22439091e,3
331,ID_b687a9f30,4
332,ID_e148a9f21,4
333,ID_2f0db6661,4
334,ID_4b6dfaed5,4
335,ID_933751599,4
336,ID_3e1f17a97,4
337,ID_380cc6ff3,4
338,ID_cce8312c5,4
339,ID_f60e7d134,4
340,ID_b1ee13348,4
341,ID_11e2995ff,4
342,ID_2ed15b220,4
343,ID_58f73ef43,4
344,ID_a21638150,4
345,ID_6d0952d45,4
346,ID_cebc7f892,3
347,ID_6666f10b1,3
348,ID_8aa9c239d,3
349,ID_7135c71bb,3
350,ID_b676fd29a,2
351,ID_f7d68240c,2
352,ID_12a9eb3de,2
353,ID_4adadf8c1,2
354,ID_52d5b5cc8,2
355,ID_5741f88cd,4
356,ID_17c8eb907,4
357,ID_cd0976109,4
358,ID_5b9b695c8,4
359,ID_00d5b167d,4
360,ID_2abf32369,4
361,ID_cfd0de08d,4
362,ID_b8b4d6a78,1
363,ID_e3b5c5457,1
364,ID_a8f42dbb4,1
365,ID_5af74fd0a,1
366,ID_c699c39f3,1
367,ID_19779094e,1
368,ID_34b0d63cf,2
369,ID_3c631dfee,2
370,ID_a7c754bc3,2
371,ID_0372fb4ba,2
372,ID_25444e178,2
373,ID_959306b34,2
374,ID_703db8123,3
375,ID_9f26b20bf,2
376,ID_074eda3d3,2
377,ID_4c065f53b,2
378,ID_06f1820c1,2
379,ID_b6cca7245,2
380,ID_850ca2d2f,2
381,ID_56c9d9e4c,2
382,ID_5093804c3,2
383,ID_3afc4b302,2
384,ID_cb3fbeb58,2
385,ID_f3e8b26ff,4
386,ID_a07472bb4,4
387,ID_10501d396,4
388,ID_3d6276286,4
389,ID_e7eacd0dd,1
390,ID_cff68c28c,1
391,ID_6db68cb49,1
392,ID_c56ba06fc,4
393,ID_da9e8439c,4
394,ID_ecac7c64f,4
395,ID_2c9f9be70,4
396,ID_6c39d3491,4
397,ID_34342ca8e,4
398,ID_cf458d3a4,4
399,ID_997abea5a,4
400,ID_a8dca958c,4
401,ID_0c0e55a29,4
402,ID_450281764,4
403,ID_18d67de7d,4
404,ID_6e1a4da4d,3
405,ID_27cad74c3,3
406,ID_93302670c,3
407,ID_745dea6b5,3
408,ID_ea974f2b1,3
409,ID_ed504dd78,3
410,ID_ebe82ba02,1
411,ID_63daea6de,1
412,ID_643f77b72,1
413,ID_7ac6b87a9,4
414,ID_4660b7c14,4
415,ID_c8a93d707,4
416,ID_d56dbfeb1,4
417,ID_abb28ddbc,4
418,ID_c6618d67d,2
419,ID_4835e1b35,2
420,ID_206b0bcb2,4
421,ID_a4bc63ff7,4
422,ID_ec4b517be,4
423,ID_25be5aa8e,4
424,ID_fb8c69d92,1
425,ID_b3a9e794c,1
426,ID_918603020,1
427,ID_d12e9406d,1
428,ID_0ea60c239,4
429,ID_537f59d3c,4
430,ID_d6f32f27a,4
431,ID_01a8cf66c,4
432,ID_89c44bff7,4
433,ID_d8dd74149,3
434,ID_107bbe36a,3
435,ID_79c9dd60f,3
436,ID_c92df190e,3
437,ID_1704686ea,3
438,ID_00ea01e0d,3
439,ID_f961860d9,2
440,ID_4fb6a27f7,2
441,ID_3e0479874,1
442,ID_3cf8e575b,1
443,ID_2053a25c1,1
444,ID_052f34b82,2
445,ID_ea06fb805,2
446,ID_95921119b,2
447,ID_90a0d2350,2
448,ID_0dc7b8002,2
449,ID_c77674d36,2
450,ID_ef3dfc532,2
451,ID_64d37d637,2
452,ID_6553f4e90,2
453,ID_d796788d4,4
454,ID_67fe1f26a,4
455,ID_6248164f6,4
456,ID_0e4a88cb0,4
457,ID_00a60e6b4,4
458,ID_d304cf704,4
459,ID_8a3e7fde4,3
460,ID_319bd1675,3
461,ID_db0605b7f,4
462,ID_c6f1e4a31,4
463,ID_e5af25b9c,4
464,ID_df7674d66,4
465,ID_aef13f4d4,4
466,ID_c99a27115,4
467,ID_45cfbe2a2,4
468,ID_c3165dbc8,4
469,ID_47dd84f24,1
470,ID_d2b51116a,1
471,ID_c0ffac61f,1
472,ID_1755116b0,4
473,ID_8ed129c0f,4
474,ID_4f1d1c2a4,4
475,ID_dae9d96c6,4
476,ID_3bcb139b6,4
477,ID_aaaff0c81,4
478,ID_1d614b30e,4
479,ID_5bc753d2c,4
480,ID_2ebe6a863,4
481,ID_9ab3a1058,4
482,ID_7c9c0ee3b,4
483,ID_0dee666ac,4
484,ID_27621cb59,4
485,ID_a1d738e14,4
486,ID_4eaa9aa8b,4
487,ID_9b60fceea,4
488,ID_ef7e4e768,4
489,ID_7cbb8ce87,4
490,ID_4eb9366d2,4
491,ID_4bcd0ee24,4
492,ID_e5fc742a5,4
493,ID_b15ea1ea7,4
494,ID_34ba76769,4
495,ID_7a82ce831,4
496,ID_94fef7ba3,4
497,ID_906c3c6d5,4
498,ID_050f8448a,4
499,ID_00e3ea125,4
500,ID_c4dabda39,4
501,ID_e772d7176,4
502,ID_498269f1c,4
503,ID_5c5f5c678,4
504,ID_4be8e3bf3,4
505,ID_2106fbb1e,4
506,ID_4527bf515,4
507,ID_a8418d7c5,4
508,ID_99c140e71,4
509,ID_b200127b0,2
510,ID_900f4e4b9,2
511,ID_dca2eec91,1
512,ID_fc3077895,1
513,ID_3b3f4e43b,1
514,ID_77cc3659a,2
515,ID_39eae21fd,2
516,ID_5bad2fefb,2
517,ID_86e4708db,2
518,ID_617e9955a,2
519,ID_0f7032750,2
520,ID_63ead6d30,2
521,ID_888193f91,2
522,ID_d59d1bae7,2
523,ID_2c5f5a29f,2
524,ID_bacb5b6ef,2
525,ID_8c50c24d8,2
526,ID_8e0d87e61,2
527,ID_64ecebea3,2
528,ID_e1a0ceaef,4
529,ID_46fd06481,4
530,ID_ec37983e3,4
531,ID_4dcf486f2,4
532,ID_1f689de61,4
533,ID_aadf7df51,4
534,ID_e5b34ea83,4
535,ID_ab0fe3b38,4
536,ID_4f297efe7,4
537,ID_b41dee3bb,4
538,ID_bfc1515d0,4
539,ID_f8f0fb48c,4
540,ID_3bedb71c1,4
541,ID_573fc0cf9,4
542,ID_84120975a,4
543,ID_74f03083c,4
544,ID_ae56b3779,4
545,ID_6fd42eabc,4
546,ID_f9b6a8961,4
547,ID_7b8a83eec,4
548,ID_bc7525c4c,4
549,ID_af5e80645,4
550,ID_d466ed95e,4
551,ID_5758adc39,4
552,ID_eab26d14c,4
553,ID_71f83fc06,4
554,ID_8fd777fdd,4
555,ID_dae15b106,4
556,ID_284402669,4
557,ID_3be93ce07,4
558,ID_d169b7a7c,4
559,ID_b3d194990,4
560,ID_676dd1f39,4
561,ID_c2cfddb02,3
562,ID_b07565c47,3
563,ID_32599f6f6,4
564,ID_d2a605dc4,4
565,ID_0ce0e1d20,4
566,ID_79f67dcc5,4
567,ID_d4d460b38,2
568,ID_bd8c25686,2
569,ID_9cb4e224d,4
570,ID_4bd275816,4
571,ID_0b840c6ae,4
572,ID_fe2fedbdd,4
573,ID_9310918d8,2
574,ID_4e75c85f1,3
575,ID_1aac0bf0a,4
576,ID_e77d349ae,4
577,ID_edf41a213,4
578,ID_8d2cb180d,4
579,ID_b53f3242c,4
580,ID_bad99b524,4
581,ID_2dd7e0541,3
582,ID_6fcc08128,3
583,ID_c1f6f84a6,3
584,ID_b4fef134a,3
585,ID_a952e4295,3
586,ID_69ccc4a3c,4
587,ID_2a5a52592,4
588,ID_624192414,4
589,ID_12a18eef8,4
590,ID_047ccb111,4
591,ID_7b3131041,4
592,ID_37bb639d7,2
593,ID_df005052b,2
594,ID_0fd6dde78,2
595,ID_fa18f58b8,2
596,ID_8e74c44ac,2
597,ID_9144772a3,1
598,ID_edb26e08a,1
599,ID_1d4d852c6,1
600,ID_c6b103980,1
601,ID_7ae08affe,4
602,ID_b67201ba1,4
603,ID_b674b7349,4
604,ID_6bfe79cc5,2
605,ID_29ae6c160,2
606,ID_3bb37eba4,2
607,ID_1948f4e79,4
608,ID_6a128226f,4
609,ID_45cd5edba,4
610,ID_f7bd3559f,4
611,ID_fc503638e,4
612,ID_895a57518,4
613,ID_6b3400f77,2
614,ID_771fb8dac,2
615,ID_ea3af2b82,4
616,ID_b305a7760,4
617,ID_606e7bdea,4
618,ID_28af0d50a,3
619,ID_638bfb1fe,3
620,ID_59563b3c6,3
621,ID_10c64d79d,3
622,ID_7ebb86aca,3
623,ID_3f01c70c1,3
624,ID_104830c6b,3
625,ID_70e25af8a,3
626,ID_adccb7f37,3
627,ID_756206f3c,3
628,ID_717588f13,3
629,ID_e272626c2,2
630,ID_a6dbaa66c,2
631,ID_aa5406d4a,2
632,ID_188f3c1f0,2
633,ID_e555447e0,1
634,ID_7c1d8895c,1
635,ID_7963947ca,1
636,ID_be1fea04d,1
637,ID_05be1fc66,1
638,ID_3be71aef2,1
639,ID_641b1c3b1,1
640,ID_27121279d,1
641,ID_f1718075e,2
642,ID_66c1fc90e,2
643,ID_39c95229d,2
644,ID_869cb8073,2
645,ID_6245bbd14,2
646,ID_d2a6662f6,2
647,ID_42f5d098c,2
648,ID_087ddadc4,3
649,ID_85b88b1ac,3
650,ID_adbf033d5,3
651,ID_1dfdbf154,3
652,ID_39b5beea1,3
653,ID_da2352268,3
654,ID_7ce362ff5,3
655,ID_63d0f9306,3
656,ID_7c3d86b89,3
657,ID_a32242cb9,4
658,ID_a2560d481,4
659,ID_e284803f5,4
660,ID_639561dfd,1
661,ID_4b2156c85,1
662,ID_1d62cf872,1
663,ID_3ee616c22,3
664,ID_0dcdb50c0,3
665,ID_06bbff93a,3
666,ID_b59ad4ade,3
667,ID_848dbdeab,3
668,ID_8fd89c726,4
669,ID_3350fd1e3,2
670,ID_7ceff0e60,2
671,ID_faaa610c8,2
672,ID_97920b8ca,2
673,ID_021def8a5,2
674,ID_f03aca5bc,4
675,ID_65c719b6e,4
676,ID_731ad23fc,4
677,ID_a66b75bc9,4
678,ID_767c3b464,4
679,ID_ae5ade1fa,4
680,ID_b0450dc87,4
681,ID_5c4e4f0c9,4
682,ID_012d2cab5,4
683,ID_cb2985e2f,4
684,ID_7ed540d5f,4
685,ID_4df66ab30,4
686,ID_6fd1dfc8f,3
687,ID_8581f33d6,3
688,ID_69fe62fce,3
689,ID_d490c04ec,3
690,ID_adae1e8d6,4
691,ID_2aef4e72e,4
692,ID_5492d4539,4
693,ID_b062893ec,4
694,ID_ff8b73f07,4
695,ID_874eed0e3,3
696,ID_ff9379d48,4
697,ID_acaae65f2,4
698,ID_68ef6c78d,4
699,ID_ce97f0eaf,4
700,ID_c9b72b989,4
701,ID_39a4ac655,4
702,ID_c15c53ca6,4
703,ID_c3033f980,1
704,ID_ac670c470,1
705,ID_b99ba7445,1
706,ID_179213cca,1
707,ID_e3c8d9e2a,4
708,ID_9b727aff3,4
709,ID_b282e9be9,4
710,ID_d5f40748b,4
711,ID_471debb67,4
712,ID_79f93c8c0,2
713,ID_d671d58af,2
714,ID_b81804555,2
715,ID_12814d4b5,2
716,ID_16befdd76,4
717,ID_f29eab16e,4
718,ID_1399fc0b4,2
719,ID_d509f8377,2
720,ID_d0ef78f92,2
721,ID_c7fae27e8,2
722,ID_490b98a36,2
723,ID_b8c003db6,2
724,ID_6ff1d48c6,2
725,ID_216c3835f,2
726,ID_517760099,2
727,ID_609309e56,2
728,ID_1ab088664,2
729,ID_2aec8c94e,2
730,ID_e804e08a4,2
731,ID_f537ef490,4
732,ID_24fea60bd,4
733,ID_10b5d3e00,4
734,ID_826866c83,2
735,ID_264dd995e,2
736,ID_9def91547,2
737,ID_cf45f0a13,2
738,ID_7be52717a,2
739,ID_441dcbc92,2
740,ID_c67f2f6dd,2
741,ID_fe458a652,2
742,ID_5a8dbf009,2
743,ID_d8a1e41d1,2
744,ID_8f1b31e7a,2
745,ID_3445ed510,2
746,ID_ce4ba418c,2
747,ID_f37382ffc,2
748,ID_ab5a76192,2
749,ID_d4b54c1a2,3
750,ID_3b45988a5,3
751,ID_7ed0142a5,3
752,ID_456ff8b49,3
753,ID_27d7ef9f1,3
754,ID_4ac63c0e3,3
755,ID_da77c6f4a,3
756,ID_436a95a46,3
757,ID_00804fb26,3
758,ID_122ff8da1,3
759,ID_f56757401,3
760,ID_746690f79,3
761,ID_80c9d2bd2,3
762,ID_7d5591727,3
763,ID_16d2a3645,3
764,ID_961fde2a2,3
765,ID_70a764c4e,3
766,ID_b0481ec25,4
767,ID_9106a0aa4,4
768,ID_b04e79ae9,4
769,ID_9a1e3ec42,4
770,ID_cee4ffb02,4
771,ID_eca252400,3
772,ID_3c7d33f7e,4
773,ID_f0f5857fd,4
774,ID_9b77deb8f,4
775,ID_a7d720d7a,4
776,ID_f79047fbe,2
777,ID_056cebd8d,2
778,ID_0bbace410,2
779,ID_cc07f68ec,2
780,ID_207a0b326,2
781,ID_a5a2f9b3f,2
782,ID_be67efc38,2
783,ID_b4789e20f,2
784,ID_93169e06e,2
785,ID_c6744d5c9,3
786,ID_8b3fbcaf3,3
787,ID_3d4fe4b62,3
788,ID_00396b054,3
789,ID_1f1691f6b,4
790,ID_2f7be6044,4
791,ID_3ddea9078,4
792,ID_0db26659f,4
793,ID_55731c4a3,4
794,ID_2e51e0b33,4
795,ID_eb418426d,2
796,ID_cba5ebb51,2
797,ID_b5718f743,2
798,ID_f047b380d,2
799,ID_024b0f2cb,2
800,ID_2cde8f2cf,1
801,ID_fa785cbcc,1
802,ID_9d9aac056,1
803,ID_f147f9c4d,1
804,ID_5d75c1111,4
805,ID_62cceea1c,4
806,ID_0f13f2eb4,4
807,ID_7f08bb35b,4
808,ID_fce38aa68,2
809,ID_a5b68c36f,2
810,ID_d08960705,2
811,ID_ce30e4a2c,2
812,ID_d572d9f47,2
813,ID_32ed6c364,2
814,ID_f8dd95386,2
815,ID_62964d5c3,3
816,ID_a1f4c12fc,3
817,ID_c0787b85b,4
818,ID_fabeba884,4
819,ID_eb21dc271,4
820,ID_6282fcbea,4
821,ID_591269c9e,4
822,ID_090c51bd9,4
823,ID_442330f58,3
824,ID_c6b88e656,3
825,ID_548c9f3b4,3
826,ID_6904e0003,3
827,ID_8a7b7c930,3
828,ID_b734256c7,3
829,ID_67d3cee16,3
830,ID_ee6e3da98,4
831,ID_5c96e03d8,4
832,ID_58ea5651a,2
833,ID_d48505466,2
834,ID_8e307f601,2
835,ID_93426dd1c,2
836,ID_7b6e1e663,2
837,ID_532648d94,2
838,ID_d39cad199,4
839,ID_01bf8b192,4
840,ID_fc05d0248,4
841,ID_eda09a2bc,4
842,ID_b036221ed,4
843,ID_382b21ece,4
844,ID_f84ca3e4a,4
845,ID_a57494d61,4
846,ID_3d17d8120,3
847,ID_e4307984d,3
848,ID_b8aee22df,3
849,ID_1df10b83f,3
850,ID_eb53977fc,3
851,ID_58cc6841a,3
852,ID_377989ff4,4
853,ID_a07011558,4
854,ID_6535af670,4
855,ID_ae84e72d8,4
856,ID_534862846,4
857,ID_15cbbee8f,4
858,ID_ab23ea506,4
859,ID_cd7911b11,4
860,ID_abbd87634,4
861,ID_badb2453e,4
862,ID_74e18b995,4
863,ID_c0a36f8c7,4
864,ID_4fa33b316,4
865,ID_59bbdcc58,4
866,ID_c77c2109d,4
867,ID_87353327e,4
868,ID_aec209d9e,4
869,ID_39ceadee3,4
870,ID_7c294efc9,4
871,ID_f7aee1cc8,4
872,ID_351650a62,4
873,ID_4890c0feb,4
874,ID_a2cea835a,4
875,ID_6fb11c3e3,4
876,ID_08996b80a,4
877,ID_5f4ad1f58,4
878,ID_9d8b8111d,4
879,ID_3d08b14fd,4
880,ID_0e9bde38f,4
881,ID_fddb03995,4
882,ID_427bd2e45,4
883,ID_6b457d840,4
884,ID_b7ed33698,4
885,ID_b7fb323be,4
886,ID_440187a45,4
887,ID_a7caebfd9,4
888,ID_a6840b166,4
889,ID_f95c92bcb,4
890,ID_063d7bfe4,4
891,ID_35bc70924,4
892,ID_254dddb7c,4
893,ID_975b11d60,4
894,ID_eb8c5e8c1,4
895,ID_48ca9f5e8,4
896,ID_6d8ed9d21,4
897,ID_8701557bb,4
898,ID_e04fb05c7,4
899,ID_38ef8bba5,4
900,ID_9e29617c6,4
901,ID_536fd9bca,4
902,ID_09342344b,4
903,ID_fe3326259,4
904,ID_73b4c3996,4
905,ID_4e0007795,2
906,ID_0995763b4,2
907,ID_17436f87c,2
908,ID_ffda6dcf2,2
909,ID_6eb3261e1,3
910,ID_08ac91fab,3
911,ID_d04a5ee8f,3
912,ID_2200a5087,3
913,ID_8716e4a84,3
914,ID_4bcdcb446,3
915,ID_dc0a17b60,3
916,ID_c26091f0d,3
917,ID_d09093e9e,4
918,ID_db8471385,4
919,ID_57b29b3be,4
920,ID_93d3b7983,4
921,ID_4631d3642,4
922,ID_0d8f6e496,4
923,ID_a46f945c2,4
924,ID_851d682e7,4
925,ID_073b479ea,4
926,ID_9ed90853b,4
927,ID_2ea4fbaf7,4
928,ID_7799f1d71,4
929,ID_43b4e3894,4
930,ID_9bf31f42d,4
931,ID_f05bb5768,4
932,ID_8764d127e,4
933,ID_b7e8b6b5d,4
934,ID_21646ce0a,4
935,ID_d09da2252,4
936,ID_92778f818,4
937,ID_17a2ad838,4
938,ID_9256e7a47,4
939,ID_07fb90f88,4
940,ID_0ce239479,4
941,ID_e92bbb0d2,4
942,ID_8b90e985d,4
943,ID_94dc301ce,2
944,ID_52984438c,2
945,ID_d3f714e42,2
946,ID_efbc0921e,3
947,ID_8cc9c8f4c,4
948,ID_56bee4ca3,4
949,ID_b2e282d65,4
950,ID_82c86fb09,4
951,ID_b9d104500,4
952,ID_aaba81bc4,4
953,ID_09cdf1e4c,4
954,ID_a0c2ab505,4
955,ID_af1c2de4f,4
956,ID_db1373fb8,4
957,ID_caa35ed9b,4
958,ID_bda8e37aa,4
959,ID_b42e2ac5d,4
960,ID_83ded5bee,4
961,ID_9a9f18f10,4
962,ID_6b8c3e1b5,4
963,ID_c0b65d2fb,4
964,ID_0b337e83b,4
965,ID_b28346e20,4
966,ID_10279884a,4
967,ID_93555d956,4
968,ID_bf8ebef4f,4
969,ID_1b769f991,4
970,ID_499ee8688,4
971,ID_207d531e9,4
972,ID_96ef18a6e,4
973,ID_02337fad6,4
974,ID_6d7bfac7c,4
975,ID_5e62ed7dd,4
976,ID_b118bda7f,4
977,ID_01dcc31d6,4
978,ID_43f523ac4,4
979,ID_e6ea674b9,4
980,ID_e5f811bca,2
981,ID_ce5294def,2
982,ID_ee720f544,2
983,ID_70f20d4ef,2
984,ID_3e059b767,4
985,ID_7fc447410,4
986,ID_62745c58c,4
987,ID_278f6ac90,4
988,ID_282a83044,4
